cell_line,reported_sex,"XIST_expression (log thresholds = 6,8)",XIST_expression_category,"DDX3Y_expression (log thresholds = 6,7)",DDX3Y_expression_category,"EIF1AY_expression (log thresholds = 5,6)",EIF1AY_expression_category,"KDM5D_expression (log thresholds = 5,6)",KDM5D_expression_category,"NLGN4Y_expression (log thresholds = 4,5)",NLGN4Y_expression_category,"RPS4Y1_expression (log thresholds = 6,8)",RPS4Y1_expression_category,"TMSB4Y_expression (log thresholds = 2.5,3)",TMSB4Y_expression_category,"USP9Y_expression (log thresholds = 4,5)",USP9Y_expression_category,"UTY_expression (log thresholds = 4,5)",UTY_expression_category,"ZFY_expression (log thresholds = 4,5)",ZFY_expression_category
EBC1_LUNG,male,58,male_range,26,female_range,3,female_range,11,female_range,0,female_range,62,female_range,0,female_range,2,female_range,6,female_range,13,female_range
ECC10_STOMACH,NA,76,male_range,30,female_range,12,female_range,5,female_range,0,female_range,54,female_range,0,female_range,18,female_range,11,female_range,2,female_range
ECC12_STOMACH,male,2750,intermediate_expression,34867,high_expression,14005,high_expression,39358,high_expression,8014,high_expression,90445,high_expression,926,high_expression,23961,high_expression,11424,high_expression,6712,high_expression
ECGI10_OESOPHAGUS,male,66,male_range,33,female_range,11,female_range,8,female_range,0,female_range,10706,high_expression,0,female_range,7,female_range,8,female_range,580,high_expression
EFE184_ENDOMETRIUM,female,38,male_range,19,female_range,7,female_range,3,female_range,0,female_range,35,female_range,0,female_range,2,female_range,5,female_range,0,female_range
EFM192A_BREAST,female,15826,high_expression,43,female_range,2,female_range,14,female_range,6,female_range,59,female_range,1,female_range,14,female_range,12,female_range,10,female_range
EFM19_BREAST,female,36,male_range,16,female_range,3,female_range,8,female_range,13,female_range,28,female_range,0,female_range,4,female_range,8,female_range,2,female_range
EFO21_OVARY,female,4771,high_expression,19,female_range,15,female_range,2,female_range,3,female_range,66,female_range,2,female_range,9,female_range,9,female_range,6,female_range
EFO27_OVARY,female,31501,high_expression,13,female_range,4,female_range,5,female_range,0,female_range,28,female_range,2,female_range,2,female_range,4,female_range,0,female_range
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,132,male_range,41,female_range,11,female_range,13,female_range,3,female_range,81,female_range,10,female_range,19,female_range,4,female_range,8,female_range
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,203,male_range,7,female_range,2,female_range,7,female_range,12,female_range,28,female_range,0,female_range,2,female_range,8,female_range,1,female_range
EKVX_LUNG,NA,29,male_range,13385,high_expression,3196,high_expression,5529,high_expression,1296,high_expression,32,female_range,840,high_expression,6788,high_expression,1579,high_expression,2113,high_expression
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,56,male_range,24,female_range,8,female_range,15,female_range,0,female_range,151,female_range,2,female_range,16,female_range,9,female_range,1,female_range
EN_ENDOMETRIUM,female,73,male_range,14,female_range,7,female_range,9,female_range,0,female_range,52,female_range,1,female_range,19,female_range,16,female_range,7,female_range
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,62,male_range,21865,high_expression,5769,high_expression,13336,high_expression,1,female_range,86313,high_expression,336,high_expression,6717,high_expression,4476,high_expression,3482,high_expression
EPLC272H_LUNG,male,71,male_range,36,female_range,4,female_range,10,female_range,5,female_range,85,female_range,0,female_range,7,female_range,12,female_range,8,female_range
ES2_OVARY,female,7888,high_expression,43,female_range,7,female_range,16,female_range,4,female_range,38,female_range,2,female_range,18,female_range,2,female_range,5,female_range
ESS1_ENDOMETRIUM,female,64,male_range,35,female_range,21,female_range,17,female_range,2,female_range,75,female_range,0,female_range,17,female_range,7,female_range,7,female_range
EW8_BONE,NA,56,male_range,39367,high_expression,11529,high_expression,11778,high_expression,4679,high_expression,116565,high_expression,443,high_expression,8238,high_expression,4864,high_expression,4788,high_expression
EWS502_BONE,NA,44498,high_expression,11,female_range,3,female_range,6,female_range,23,female_range,21,female_range,2,female_range,5,female_range,3,female_range,5,female_range
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,90,male_range,26015,high_expression,1667,high_expression,2086,high_expression,2,female_range,127121,high_expression,6,female_range,4407,high_expression,8748,high_expression,3831,high_expression
FADU_UPPER_AERODIGESTIVE_TRACT,male,23,male_range,7,female_range,9,female_range,10,female_range,0,female_range,68,female_range,0,female_range,0,female_range,2,female_range,4,female_range
FTC133_THYROID,male,103,male_range,37,female_range,6,female_range,6,female_range,5,female_range,44,female_range,8,female_range,19,female_range,14,female_range,6,female_range
FTC238_THYROID,male,51,male_range,37,female_range,2,female_range,8,female_range,1,female_range,46,female_range,1,female_range,13,female_range,0,female_range,4,female_range
FU97_STOMACH,female,31193,high_expression,12,female_range,7,female_range,12,female_range,0,female_range,30,female_range,3,female_range,4,female_range,4,female_range,5,female_range
FUOV1_OVARY,female,134,male_range,26,female_range,2,female_range,6,female_range,0,female_range,34,female_range,0,female_range,8,female_range,2,female_range,3,female_range
G292CLONEA141B1_BONE,female,58,male_range,27,female_range,8,female_range,19,female_range,1,female_range,41,female_range,4,female_range,4,female_range,3,female_range,4,female_range
G361_SKIN,male,21,male_range,17,female_range,0,female_range,10,female_range,0,female_range,30,female_range,0,female_range,5,female_range,0,female_range,5,female_range
G401_SOFT_TISSUE,male,13,male_range,18247,high_expression,6390,high_expression,7941,high_expression,3389,high_expression,38224,high_expression,491,high_expression,9088,high_expression,4839,high_expression,2335,high_expression
G402_SOFT_TISSUE,female,64386,high_expression,28,female_range,2,female_range,13,female_range,2,female_range,47,female_range,6,female_range,8,female_range,4,female_range,3,female_range
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,87,male_range,38573,high_expression,14016,high_expression,12258,high_expression,2,female_range,69728,high_expression,625,high_expression,6392,high_expression,4476,high_expression,3036,high_expression
GAMG_CENTRAL_NERVOUS_SYSTEM,female,41779,high_expression,250,female_range,83,female_range,67,female_range,18,female_range,705,intermediate_expression,4,female_range,54,female_range,32,female_range,31,female_range
GB1_CENTRAL_NERVOUS_SYSTEM,male,27,male_range,143,female_range,43,female_range,37,female_range,45,female_range,437,intermediate_expression,4,female_range,60,intermediate_expression,28,female_range,37,female_range
GCIY_STOMACH,female,52,male_range,15,female_range,12,female_range,8,female_range,0,female_range,36,female_range,0,female_range,0,female_range,5,female_range,1,female_range
GCT_SOFT_TISSUE,male,356,male_range,33,female_range,12,female_range,10,female_range,5,female_range,66,female_range,0,female_range,15,female_range,2,female_range,7,female_range
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,133527,high_expression,36,female_range,25,female_range,23,female_range,0,female_range,97,female_range,3,female_range,15,female_range,10,female_range,10,female_range
GI1_CENTRAL_NERVOUS_SYSTEM,male,48,male_range,12552,high_expression,2971,high_expression,7454,high_expression,1155,high_expression,70254,high_expression,20,intermediate_expression,4402,high_expression,1914,high_expression,4508,high_expression
GMS10_CENTRAL_NERVOUS_SYSTEM,male,49,male_range,21805,high_expression,5521,high_expression,6339,high_expression,2736,high_expression,16652,high_expression,234,high_expression,8972,high_expression,3764,high_expression,3691,high_expression
GOS3_CENTRAL_NERVOUS_SYSTEM,male,88,male_range,36961,high_expression,10358,high_expression,19804,high_expression,3069,high_expression,53365,high_expression,332,high_expression,19087,high_expression,8,female_range,6905,high_expression
GP2D_LARGE_INTESTINE,female,9921,high_expression,12,female_range,0,female_range,9,female_range,0,female_range,38,female_range,2,female_range,5,female_range,4,female_range,3,female_range
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,153614,high_expression,25,female_range,2,female_range,10,female_range,4,female_range,32,female_range,2,female_range,4,female_range,13,female_range,6,female_range
GSS_STOMACH,NA,50,male_range,33,female_range,4,female_range,9,female_range,0,female_range,68,female_range,2,female_range,8,female_range,2,female_range,0,female_range
GSU_STOMACH,NA,31,male_range,3,female_range,3,female_range,2,female_range,1,female_range,26,female_range,0,female_range,2,female_range,2,female_range,0,female_range
H4_CENTRAL_NERVOUS_SYSTEM,male,95,male_range,19245,high_expression,5794,high_expression,9469,high_expression,2121,high_expression,51097,high_expression,188,high_expression,7601,high_expression,3773,high_expression,1433,high_expression
HARA_LUNG,male,85,male_range,10715,high_expression,13969,high_expression,6611,high_expression,1161,high_expression,137,female_range,142,high_expression,2556,high_expression,1552,high_expression,7004,high_expression
HCC1143_BREAST,female,2556,intermediate_expression,29,female_range,4,female_range,0,female_range,5,female_range,22,female_range,0,female_range,5,female_range,3,female_range,3,female_range
HCC1171_LUNG,male,45,male_range,24,female_range,4,female_range,21,female_range,0,female_range,51,female_range,1,female_range,10,female_range,2,female_range,7,female_range
HCC1187_BREAST,female,48442,high_expression,32,female_range,2,female_range,6,female_range,1,female_range,59,female_range,3,female_range,8,female_range,8,female_range,10,female_range
HCC1195_LUNG,male,584,intermediate_expression,3812,high_expression,1504,high_expression,2781,high_expression,2,female_range,9509,high_expression,150,high_expression,1232,high_expression,1076,high_expression,520,high_expression
HCC1359_LUNG,female,47321,high_expression,42,female_range,8,female_range,8,female_range,0,female_range,68,female_range,2,female_range,11,female_range,4,female_range,4,female_range
HCC1395_BREAST,female,69,male_range,25,female_range,5,female_range,5,female_range,0,female_range,60,female_range,1,female_range,8,female_range,8,female_range,2,female_range
HCC1419_BREAST,female,51,male_range,14,female_range,8,female_range,7,female_range,3,female_range,30,female_range,1,female_range,4,female_range,0,female_range,0,female_range
HCC1428_BREAST,female,94262,high_expression,35,female_range,13,female_range,22,female_range,40,female_range,66,female_range,0,female_range,15,female_range,13,female_range,10,female_range
HCC1438_LUNG,male,51,male_range,13334,high_expression,3190,high_expression,4578,high_expression,2706,high_expression,43590,high_expression,284,high_expression,4279,high_expression,2294,high_expression,1579,high_expression
HCC1500_BREAST,female,42,male_range,28,female_range,12,female_range,14,female_range,3,female_range,96,female_range,0,female_range,11,female_range,5,female_range,4,female_range
HCC1569_BREAST,female,72,male_range,36,female_range,4,female_range,13,female_range,2,female_range,56,female_range,0,female_range,5,female_range,6,female_range,2,female_range
HCC1588_LUNG,female,36,male_range,6177,high_expression,3474,high_expression,3001,high_expression,2,female_range,58532,high_expression,247,high_expression,1875,high_expression,2299,high_expression,1708,high_expression
HCC1599_BREAST,female,47,male_range,14,female_range,6,female_range,18,female_range,0,female_range,64,female_range,2,female_range,10,female_range,5,female_range,0,female_range
HCC15_LUNG,male,27,male_range,16,female_range,4,female_range,7,female_range,1,female_range,27822,high_expression,2,female_range,4,female_range,3,female_range,3967,high_expression
HCC1806_BREAST,female,87,male_range,39,female_range,14,female_range,21,female_range,7,female_range,79,female_range,3,female_range,20,female_range,7,female_range,7,female_range
HCC1833_LUNG,female,751,intermediate_expression,29,female_range,2,female_range,13,female_range,2,female_range,52,female_range,0,female_range,8,female_range,9,female_range,4,female_range
HCC1937_BREAST,female,48,male_range,26,female_range,5,female_range,3,female_range,1,female_range,26,female_range,0,female_range,7,female_range,2,female_range,2,female_range
HCC1954_BREAST,female,81,male_range,83,female_range,15,female_range,24,female_range,3,female_range,119,female_range,2,female_range,28,female_range,9,female_range,16,female_range
HCC202_BREAST,female,147563,high_expression,27,female_range,2,female_range,3,female_range,8,female_range,43,female_range,0,female_range,5,female_range,1,female_range,4,female_range
HCC2108_LUNG,male,53,male_range,19,female_range,9,female_range,2,female_range,2,female_range,30,female_range,4,female_range,15,female_range,2,female_range,0,female_range
HCC2157_BREAST,female,59,male_range,17,female_range,1,female_range,16,female_range,22,female_range,50,female_range,1,female_range,3,female_range,0,female_range,6,female_range
HCC2218_BREAST,female,39374,high_expression,6,female_range,9,female_range,2,female_range,6,female_range,19,female_range,0,female_range,1,female_range,2,female_range,4,female_range
HCC2279_LUNG,female,11120,high_expression,8,female_range,5,female_range,14,female_range,5,female_range,47,female_range,0,female_range,12,female_range,6,female_range,4,female_range
HCC2429_LUNG,NA,104920,high_expression,59,female_range,21,female_range,33,female_range,2,female_range,99,female_range,2,female_range,20,female_range,4,female_range,17,female_range
HCC2450_LUNG,NA,24,male_range,11701,high_expression,10,female_range,3,female_range,276,high_expression,18128,high_expression,0,female_range,1050,high_expression,3,female_range,2253,high_expression
